availability_365,calculated_host_listings_count,longitude,room_type,Price
6.0,1.0,-73.91786,1.0,95
0.0,2.0,-73.95052,0.0,80
294.0,1.0,-73.77454,1.0,75
241.0,91.0,-73.97738,1.0,175
249.0,4.0,-73.94002,0.0,70
310.0,1.0,-73.99835,1.0,175
0.0,3.0,-73.99188,0.0,125
350.0,7.0,-73.98623,0.0,120
99.0,3.0,-73.99205,0.0,120
365.0,1.0,-73.85579,0.0,60
342.0,2.0,-73.9379,1.0,155
331.0,20.0,-73.99358,1.0,190
0.0,2.0,-73.97225,0.0,90
79.0,1.0,-73.9199,0.0,65
206.0,1.0,-73.91861,1.0,360
282.0,1.0,-73.97607,1.0,175
0.0,1.0,-74.01341,1.0,160
332.0,2.0,-73.99099,1.0,455
73.0,3.0,-73.99114,0.0,75
30.0,1.0,-73.9471,0.0,80
0.0,1.0,-73.94183,0.0,90
159.0,1.0,-73.95552,0.0,130
34.0,1.0,-73.98371,1.0,150
0.0,1.0,-73.99475,1.0,225
0.0,1.0,-73.98719,0.0,105
186.0,1.0,-73.9811,1.0,130
0.0,1.0,-73.93771,1.0,125
0.0,1.0,-73.94436,0.0,96
312.0,4.0,-73.93384,0.0,50
305.0,2.0,-73.89265,1.0,225
1.0,232.0,-73.99501,1.0,243
281.0,91.0,-74.00041,1.0,159
89.0,1.0,-73.95132,0.0,110
114.0,1.0,-73.96618,1.0,150
188.0,1.0,-73.98596,0.0,150
65.0,5.0,-73.88691,0.0,69
33.0,1.0,-73.97881,0.0,75
313.0,26.0,-73.91413,1.0,85
365.0,3.0,-73.94998,0.0,70
35.0,1.0,-73.83368,0.0,59
0.0,1.0,-73.98181,1.0,115
118.0,2.0,-73.94935,0.0,80
77.0,4.0,-73.94774,1.0,149
0.0,1.0,-73.99146,1.0,128
0.0,1.0,-73.98437,1.0,199
0.0,1.0,-73.90928,0.0,50
365.0,5.0,-73.76884,0.0,70
252.0,1.0,-74.00119,0.0,289
31.0,1.0,-73.92474,1.0,100
211.0,1.0,-73.96762,1.0,135
0.0,1.0,-74.00213,1.0,145
3.0,1.0,-73.98167,1.0,400
358.0,3.0,-73.86147,0.0,30
38.0,2.0,-73.81558,0.0,35
6.0,1.0,-73.98146,1.0,110
0.0,1.0,-73.97386,0.0,97
0.0,2.0,-73.98104,1.0,175
0.0,12.0,-73.97315,1.0,269
156.0,1.0,-73.95031,1.0,120
37.0,3.0,-74.0043,1.0,1000
0.0,1.0,-73.94339,1.0,165
0.0,3.0,-73.94911,0.0,44
175.0,1.0,-73.94585,0.0,81
281.0,1.0,-73.97334,1.0,500
0.0,1.0,-73.98172,0.0,75
223.0,1.0,-73.97092,1.0,150
0.0,2.0,-73.96989,0.0,72
177.0,7.0,-73.84811,0.0,39
3.0,2.0,-74.00252,0.0,100
323.0,1.0,-73.91577,0.0,60
0.0,1.0,-74.00929,0.0,80
352.0,1.0,-73.97912,1.0,350
0.0,1.0,-73.98146,0.0,200
0.0,2.0,-73.98061,0.0,75
0.0,1.0,-73.99569,1.0,100
26.0,1.0,-73.97642,1.0,150
311.0,1.0,-73.95791,1.0,399
76.0,2.0,-73.98396,0.0,89
0.0,1.0,-73.9946,1.0,250
0.0,1.0,-73.93141,1.0,93
305.0,5.0,-73.82903,0.0,60
178.0,1.0,-73.90057,0.0,42
0.0,1.0,-73.9733,1.0,250
0.0,1.0,-73.95236,1.0,160
36.0,1.0,-73.95628,1.0,140
7.0,1.0,-73.94761,0.0,150
87.0,1.0,-73.93885,0.0,100
311.0,3.0,-73.85379,1.0,65
36.0,1.0,-73.91821,0.0,69
21.0,1.0,-73.99294,0.0,240
132.0,1.0,-73.97176,1.0,449
158.0,1.0,-73.95482,1.0,399
170.0,1.0,-73.9558,1.0,109
346.0,1.0,-73.9794,1.0,165
102.0,1.0,-73.98841,1.0,100
281.0,13.0,-73.96966,0.0,55
0.0,1.0,-73.97512,1.0,1200
365.0,2.0,-73.96313,2.0,100
0.0,1.0,-73.91763,0.0,55
0.0,1.0,-73.98207,1.0,150
178.0,1.0,-73.92529,1.0,70
177.0,1.0,-73.86482,0.0,50
0.0,15.0,-73.89154,0.0,28
46.0,1.0,-73.97641,1.0,170
28.0,4.0,-73.96462,1.0,191
188.0,2.0,-73.84844,1.0,75
0.0,1.0,-73.94711,0.0,60
0.0,1.0,-74.00016,1.0,275
340.0,1.0,-73.95099,0.0,60
0.0,1.0,-73.98074,1.0,400
86.0,1.0,-73.88348,1.0,93
186.0,1.0,-73.95886,1.0,163
20.0,2.0,-73.93696,1.0,199
175.0,1.0,-73.94778,1.0,150
0.0,1.0,-73.99148,1.0,222
90.0,1.0,-73.96623,0.0,500
175.0,3.0,-73.89389,0.0,40
213.0,1.0,-73.99424,1.0,180
22.0,1.0,-73.97595,1.0,435
299.0,5.0,-74.0046,1.0,190
343.0,8.0,-73.86659,2.0,29
0.0,1.0,-73.96465,0.0,125
0.0,1.0,-73.97845,0.0,85
342.0,50.0,-73.97537,1.0,175
43.0,2.0,-73.9244,0.0,40
38.0,3.0,-73.93111,1.0,85
237.0,8.0,-73.92835,0.0,90
175.0,2.0,-73.97489,1.0,250
0.0,1.0,-73.92769,0.0,50
343.0,5.0,-73.85825,0.0,85
0.0,1.0,-73.94109,0.0,35
365.0,2.0,-73.85598,1.0,200
361.0,1.0,-73.98053,1.0,500
32.0,1.0,-73.98209,0.0,135
0.0,1.0,-73.94822,1.0,75
363.0,1.0,-73.98398,0.0,99
0.0,1.0,-73.95684,1.0,325
0.0,1.0,-73.95133,0.0,55
0.0,1.0,-73.92248,2.0,110
308.0,1.0,-73.94261,1.0,180
296.0,2.0,-73.96029,0.0,64
198.0,1.0,-73.94738,0.0,75
297.0,1.0,-73.94318,0.0,55
258.0,1.0,-73.97855,1.0,450
365.0,18.0,-73.99795,1.0,321
207.0,3.0,-73.90933,0.0,80
0.0,1.0,-73.94749,0.0,50
353.0,1.0,-73.97207,0.0,350
179.0,1.0,-73.89013,1.0,150
0.0,1.0,-73.93953,1.0,200
217.0,3.0,-73.93779,0.0,45
0.0,1.0,-73.9513,0.0,75
343.0,15.0,-73.94662,1.0,175
344.0,2.0,-73.98668,0.0,160
291.0,2.0,-73.91377,0.0,40
35.0,1.0,-73.91024,0.0,50
309.0,1.0,-73.94054,0.0,65
236.0,1.0,-73.93863,1.0,229
308.0,1.0,-74.00004,0.0,80
86.0,2.0,-73.9559,0.0,70
12.0,2.0,-73.94693,1.0,399
115.0,2.0,-73.93843,0.0,92
365.0,1.0,-73.94133,0.0,55
13.0,1.0,-74.0104,1.0,350
342.0,1.0,-73.95639,1.0,225
365.0,2.0,-73.97479,2.0,120
180.0,2.0,-73.94948,0.0,49
314.0,2.0,-73.92971,1.0,170
332.0,327.0,-73.98727,1.0,699
253.0,2.0,-73.92516,1.0,75
30.0,1.0,-73.82841,0.0,40
129.0,1.0,-73.97841,0.0,71
22.0,2.0,-73.99837,1.0,200
129.0,1.0,-73.98914,1.0,125
231.0,1.0,-73.99419,1.0,300
0.0,1.0,-73.99708,1.0,230
322.0,3.0,-73.93999,0.0,45
32.0,4.0,-74.01279,0.0,45
0.0,1.0,-73.96741,1.0,150
301.0,1.0,-73.98996,0.0,90
0.0,1.0,-73.94051,1.0,100
65.0,1.0,-73.95656,0.0,65
0.0,1.0,-73.98267,1.0,225
322.0,1.0,-73.99709,1.0,545
0.0,2.0,-73.96696,0.0,200
224.0,1.0,-73.97556,1.0,170
179.0,1.0,-73.89166,0.0,55
311.0,14.0,-73.93889,0.0,63
347.0,6.0,-73.92282,0.0,65
169.0,1.0,-73.98333,1.0,600
298.0,34.0,-73.9619,1.0,150
89.0,2.0,-73.94348,0.0,35
0.0,1.0,-73.95921,0.0,100
357.0,1.0,-73.91759,0.0,75
310.0,2.0,-73.8797,0.0,60
3.0,1.0,-73.96382,1.0,175
228.0,1.0,-73.97884,0.0,118
0.0,1.0,-73.97515,1.0,170
296.0,3.0,-73.79966,0.0,50
0.0,1.0,-73.97447,1.0,180
152.0,2.0,-73.94181,1.0,379
0.0,1.0,-73.95218,0.0,30
297.0,5.0,-73.7365,0.0,42
21.0,1.0,-73.98895,0.0,75
3.0,1.0,-73.93127,1.0,70
257.0,3.0,-73.92503,0.0,45
155.0,2.0,-73.93305,1.0,110
11.0,1.0,-73.96235,1.0,250
363.0,1.0,-73.95698,1.0,500
13.0,1.0,-73.97793,1.0,195
88.0,1.0,-73.92652,1.0,89
0.0,1.0,-73.96826,1.0,150
137.0,2.0,-73.94109,1.0,115
0.0,1.0,-73.97847,1.0,135
312.0,1.0,-73.95412,1.0,150
128.0,1.0,-73.98259,1.0,400
188.0,1.0,-73.94608,0.0,75
0.0,1.0,-73.98742,1.0,195
0.0,1.0,-73.98938,1.0,123
0.0,1.0,-73.9857,1.0,200
273.0,2.0,-73.95362,1.0,180
0.0,1.0,-73.91945,1.0,110
0.0,1.0,-73.94644,0.0,35
0.0,1.0,-73.96024,0.0,50
155.0,2.0,-73.90098,0.0,35
4.0,2.0,-73.95072,0.0,55
0.0,1.0,-73.99275,1.0,125
0.0,1.0,-73.98758,1.0,150
57.0,1.0,-73.95129,0.0,150
40.0,1.0,-73.88904,1.0,60
0.0,1.0,-73.95808,1.0,150
80.0,12.0,-73.99859,0.0,75
332.0,1.0,-73.95937,0.0,92
34.0,2.0,-73.94347,1.0,130
355.0,2.0,-73.8084,0.0,65
229.0,1.0,-73.95998,1.0,285
185.0,1.0,-73.98255,1.0,130
14.0,2.0,-73.98804,1.0,550
4.0,1.0,-73.97883,1.0,185
142.0,1.0,-73.90263,1.0,210
0.0,1.0,-73.95015,0.0,35
318.0,2.0,-73.87207,0.0,60
244.0,2.0,-73.92053,0.0,109
0.0,1.0,-73.95479,1.0,130
0.0,1.0,-73.94137,0.0,80
12.0,1.0,-73.92039,0.0,80
0.0,1.0,-73.90935,1.0,65
76.0,2.0,-73.99483,1.0,205
352.0,121.0,-73.98312,1.0,239
80.0,8.0,-73.99016,1.0,104
190.0,1.0,-73.86997,1.0,140
89.0,1.0,-73.94571,1.0,95
41.0,2.0,-73.95042,1.0,300
0.0,1.0,-73.97611,1.0,150
0.0,4.0,-73.85088,0.0,59
34.0,1.0,-73.94418,1.0,99
0.0,2.0,-73.92878,0.0,55
0.0,1.0,-73.95964,1.0,250
0.0,2.0,-73.91937,1.0,120
0.0,1.0,-73.93978,0.0,70
286.0,1.0,-74.0049,1.0,199
0.0,1.0,-73.97069,1.0,99
0.0,1.0,-73.95358,0.0,40
180.0,2.0,-73.81633,0.0,55
275.0,1.0,-73.93687,1.0,125
0.0,1.0,-73.97575,1.0,175
333.0,6.0,-73.95322,0.0,67
86.0,1.0,-73.85821,1.0,75
17.0,3.0,-73.98915,0.0,71
0.0,1.0,-73.98788,0.0,101
0.0,1.0,-73.94097,0.0,101
163.0,1.0,-73.9251,0.0,100
189.0,1.0,-74.00686,1.0,195
273.0,9.0,-73.9335,0.0,35
0.0,1.0,-73.94799,1.0,180
0.0,3.0,-73.93899,0.0,45
0.0,1.0,-73.91856,1.0,97
111.0,1.0,-73.99491,1.0,150
62.0,1.0,-73.77949,1.0,75
0.0,1.0,-73.96649,1.0,120
126.0,1.0,-73.91535,1.0,170
332.0,3.0,-73.75026,1.0,600
153.0,1.0,-73.95109,1.0,100
63.0,1.0,-73.88787,0.0,120
240.0,5.0,-73.87856,1.0,98
286.0,4.0,-73.96509,1.0,290
365.0,1.0,-73.94426,0.0,96
18.0,1.0,-73.98987,0.0,77
0.0,3.0,-73.98454,0.0,135
50.0,1.0,-73.92563,0.0,90
0.0,1.0,-73.96118,1.0,85
252.0,1.0,-73.94127,1.0,290
0.0,3.0,-73.97339,1.0,350
278.0,1.0,-73.86043,1.0,125
13.0,1.0,-73.99019,1.0,150
0.0,1.0,-73.93124,1.0,200
54.0,1.0,-73.85836,0.0,45
27.0,1.0,-73.93372,2.0,95
34.0,1.0,-73.98807,1.0,172
0.0,2.0,-73.92771,0.0,50
240.0,1.0,-73.90879,0.0,63
0.0,1.0,-73.95814,1.0,415
22.0,2.0,-73.94027,0.0,40
232.0,1.0,-73.97895,1.0,175
358.0,7.0,-73.98747,0.0,359
340.0,2.0,-73.80334,1.0,174
0.0,1.0,-73.93872,1.0,175
319.0,96.0,-73.96583,1.0,180
33.0,1.0,-73.92521,0.0,40
142.0,2.0,-73.95817,2.0,150
0.0,1.0,-73.93866,0.0,28
315.0,2.0,-73.93883,0.0,39
179.0,1.0,-73.92412,1.0,575
0.0,1.0,-73.9675,1.0,75
285.0,1.0,-73.96705,1.0,105
0.0,1.0,-73.90952,0.0,45
288.0,34.0,-73.95665,0.0,65
0.0,1.0,-73.98869,1.0,225
78.0,1.0,-73.93648,1.0,125
0.0,1.0,-73.96711,1.0,175
191.0,34.0,-73.9603,1.0,325
109.0,1.0,-73.9389,1.0,200
0.0,1.0,-73.9679,0.0,119
15.0,1.0,-73.90629,1.0,75
157.0,1.0,-73.94488,0.0,89
102.0,1.0,-73.9472,0.0,80
0.0,2.0,-73.96306,0.0,70
1.0,7.0,-73.87745,0.0,35
0.0,1.0,-73.98133,0.0,100
0.0,1.0,-73.97873,1.0,400
269.0,1.0,-73.98732,1.0,350
288.0,2.0,-73.97567,0.0,115
0.0,1.0,-73.93716,1.0,75
279.0,1.0,-73.91419,1.0,225
0.0,4.0,-73.98423,0.0,89
319.0,3.0,-73.94153,0.0,79
281.0,1.0,-73.89553,0.0,61
172.0,1.0,-73.94288,0.0,100
249.0,6.0,-73.94906,1.0,750
0.0,2.0,-73.93861,1.0,275
0.0,1.0,-73.98261,1.0,130
64.0,2.0,-73.95707,1.0,205
0.0,3.0,-73.98825,0.0,150
232.0,5.0,-74.01064,0.0,58
0.0,1.0,-73.91609,0.0,40
87.0,1.0,-73.95965,0.0,68
48.0,2.0,-73.94325,0.0,47
0.0,1.0,-74.00875,0.0,85
0.0,1.0,-73.99192,1.0,280
0.0,1.0,-73.96027,0.0,55
68.0,2.0,-73.93825,1.0,140
193.0,1.0,-73.9627,1.0,160
31.0,1.0,-73.98407,1.0,100
6.0,1.0,-73.94347,0.0,90
7.0,1.0,-73.99305,1.0,75
84.0,1.0,-73.99783,0.0,130
0.0,10.0,-73.91633,0.0,39
98.0,1.0,-74.00111,1.0,95
2.0,7.0,-74.08778,2.0,29
18.0,1.0,-73.95301,1.0,140
0.0,1.0,-73.946,1.0,169
248.0,1.0,-73.94536,1.0,105
171.0,1.0,-73.93529,1.0,218
331.0,3.0,-73.98693,0.0,179
0.0,1.0,-73.94858,1.0,175
87.0,2.0,-74.09562,1.0,106
179.0,1.0,-73.94453,0.0,90
0.0,2.0,-73.98823,2.0,75
176.0,3.0,-73.99868,1.0,304
0.0,1.0,-73.94861,0.0,70
2.0,1.0,-73.98462,1.0,130
0.0,1.0,-73.97984,0.0,80
0.0,1.0,-73.97766,0.0,95
0.0,1.0,-73.97607,1.0,500
54.0,7.0,-73.95676,0.0,99
358.0,1.0,-73.97075,1.0,1750
0.0,1.0,-73.98261,1.0,162
0.0,1.0,-73.9928,1.0,450
189.0,1.0,-74.00859,1.0,220
322.0,1.0,-73.95315,0.0,60
234.0,1.0,-73.94915,0.0,93
5.0,1.0,-73.95233,1.0,140
298.0,3.0,-73.93716,0.0,40
245.0,8.0,-73.9501,0.0,60
0.0,1.0,-73.91736,0.0,60
0.0,1.0,-73.91874,0.0,60
11.0,3.0,-73.93713,0.0,76
0.0,1.0,-73.91549,0.0,49
363.0,2.0,-73.95606,0.0,100
0.0,1.0,-73.94442,1.0,166
0.0,1.0,-74.0018,0.0,95
0.0,1.0,-73.97878,0.0,115
346.0,8.0,-73.9746,1.0,187
90.0,1.0,-73.96405,0.0,3000
102.0,4.0,-73.94746,0.0,80
303.0,1.0,-73.95662,1.0,200
0.0,1.0,-73.99233,0.0,95
0.0,1.0,-73.95953,1.0,165
179.0,3.0,-73.9151,0.0,2500
0.0,1.0,-73.95275,0.0,95
254.0,1.0,-73.91687,1.0,180
34.0,1.0,-73.93528,0.0,50
0.0,1.0,-73.91385,1.0,99
20.0,1.0,-73.99743,0.0,50
5.0,1.0,-74.01559,1.0,180
0.0,1.0,-73.95732,0.0,70
16.0,1.0,-73.91705,0.0,70
0.0,1.0,-73.95632,0.0,56
0.0,1.0,-73.99323,1.0,126
365.0,1.0,-73.91063,0.0,110
26.0,1.0,-73.9907,1.0,170
364.0,11.0,-73.95186,0.0,65
0.0,1.0,-73.91124,1.0,200
88.0,1.0,-73.96056,1.0,200
159.0,1.0,-73.93957,1.0,190
365.0,1.0,-73.92402,1.0,115
0.0,1.0,-73.97653,1.0,120
0.0,1.0,-73.94907,0.0,65
365.0,1.0,-73.96813,0.0,119
16.0,1.0,-73.99358,1.0,220
265.0,1.0,-73.99202,0.0,99
0.0,1.0,-73.92565,0.0,52
89.0,7.0,-73.94191,2.0,55
189.0,1.0,-73.95901,2.0,30
0.0,1.0,-73.9608,1.0,155
0.0,1.0,-73.99838,1.0,289
49.0,2.0,-73.97663,1.0,150
291.0,1.0,-74.00221,1.0,200
81.0,1.0,-73.98667,0.0,125
0.0,1.0,-73.99616,1.0,126
365.0,6.0,-73.98932,2.0,75
262.0,1.0,-73.94462,0.0,130
1.0,1.0,-73.99994,1.0,485
41.0,1.0,-73.95353,0.0,55
0.0,1.0,-73.95989,0.0,43
0.0,1.0,-73.9877,1.0,300
268.0,327.0,-74.01101,1.0,390
91.0,1.0,-73.9865,1.0,249
37.0,3.0,-73.96282,0.0,67
0.0,1.0,-73.90405,0.0,40
0.0,1.0,-73.97172,1.0,160
328.0,1.0,-74.01161,1.0,280
0.0,1.0,-73.93919,1.0,108
0.0,1.0,-73.95358,0.0,22
365.0,121.0,-73.99807,1.0,199
354.0,1.0,-73.79247,1.0,200
10.0,1.0,-73.94458,1.0,159
333.0,13.0,-73.97358,0.0,198
0.0,1.0,-73.9616,1.0,240
0.0,1.0,-74.00141,1.0,245
44.0,1.0,-73.98705,1.0,169
0.0,1.0,-73.99277,1.0,250
0.0,1.0,-73.99138,1.0,275
223.0,1.0,-73.94176,0.0,75
364.0,1.0,-73.98856,1.0,200
0.0,1.0,-73.99264,1.0,189
0.0,1.0,-73.95502,0.0,125
0.0,1.0,-73.99584,1.0,90
0.0,3.0,-73.95499,0.0,75
32.0,1.0,-73.94936,1.0,90
180.0,1.0,-73.97707,0.0,125
5.0,1.0,-73.98546,1.0,250
364.0,1.0,-73.93521,1.0,375
68.0,2.0,-73.95197,0.0,100
23.0,1.0,-73.98384,1.0,300
38.0,2.0,-73.9678,0.0,250
337.0,232.0,-73.982,1.0,314
132.0,4.0,-73.94974,0.0,70
230.0,1.0,-73.96925,1.0,175
112.0,6.0,-73.95307,0.0,75
0.0,1.0,-73.92498,0.0,53
236.0,1.0,-73.99893,1.0,160
3.0,1.0,-73.94825,1.0,235
331.0,1.0,-73.98609,0.0,110
161.0,5.0,-73.87708,0.0,32
199.0,5.0,-73.98195,1.0,150
0.0,1.0,-73.93141,0.0,75
0.0,1.0,-73.89031,2.0,110
212.0,2.0,-73.96389,0.0,105
0.0,1.0,-73.99855,1.0,150
0.0,1.0,-73.95995,0.0,50
0.0,1.0,-73.95101,0.0,55
8.0,1.0,-73.95295,0.0,60
303.0,1.0,-73.95138,2.0,56
43.0,1.0,-73.9922,1.0,269
88.0,1.0,-73.95186,0.0,100
16.0,1.0,-73.93688,0.0,49
119.0,1.0,-73.93701,0.0,90
0.0,2.0,-73.91929,0.0,72
35.0,1.0,-73.99581,0.0,105
0.0,1.0,-73.9685,1.0,84
3.0,1.0,-74.00226,1.0,175
337.0,1.0,-73.9539,1.0,185
311.0,1.0,-73.92971,1.0,83
2.0,2.0,-73.94497,1.0,80
2.0,1.0,-73.99897,1.0,500
89.0,1.0,-73.91796,0.0,75
2.0,6.0,-73.8723,2.0,25
260.0,1.0,-73.95237,1.0,349
0.0,1.0,-73.90721,0.0,90
0.0,3.0,-73.96182,0.0,103
1.0,1.0,-73.98914,1.0,450
156.0,1.0,-73.96605,1.0,190
0.0,1.0,-73.99656,1.0,350
0.0,1.0,-73.99685,0.0,92
0.0,1.0,-73.97834,0.0,75
203.0,1.0,-73.96114,1.0,165
62.0,1.0,-73.98539,0.0,105
0.0,1.0,-73.95167,1.0,150
0.0,1.0,-73.94635,1.0,200
312.0,5.0,-73.97962,1.0,189
146.0,1.0,-73.845,1.0,119
0.0,1.0,-73.96699,1.0,145
63.0,3.0,-73.94255,0.0,54
0.0,1.0,-73.94062,0.0,40
0.0,1.0,-73.9811,1.0,300
10.0,1.0,-73.95137,1.0,170
363.0,2.0,-73.95373,1.0,150
0.0,1.0,-73.99801,0.0,91
363.0,1.0,-73.9555,1.0,125
0.0,1.0,-73.93306,0.0,36
0.0,1.0,-73.9534,0.0,45
364.0,32.0,-73.96075,0.0,60
0.0,1.0,-73.94307,1.0,200
0.0,1.0,-73.97191,1.0,50
0.0,1.0,-73.98979,0.0,200
89.0,2.0,-73.94779,1.0,265
121.0,2.0,-73.93984,0.0,80
91.0,1.0,-73.94708,1.0,169
330.0,1.0,-73.99221,1.0,195
47.0,5.0,-73.94673,0.0,95
46.0,1.0,-73.97197,1.0,250
297.0,2.0,-73.93066,0.0,40
27.0,1.0,-73.98074,1.0,160
0.0,1.0,-73.92579,0.0,102
365.0,1.0,-73.92848,0.0,130
2.0,1.0,-73.9263,1.0,200
179.0,1.0,-73.95478,0.0,250
0.0,1.0,-73.95239,0.0,125
0.0,1.0,-73.96703,1.0,600
178.0,2.0,-73.9133,0.0,60
64.0,1.0,-73.95238,1.0,125
90.0,4.0,-73.84872,0.0,38
46.0,2.0,-73.99077,1.0,125
238.0,1.0,-73.99416,1.0,269
0.0,1.0,-73.99141,0.0,100
245.0,3.0,-73.95564,0.0,80
9.0,1.0,-74.00371,1.0,225
0.0,1.0,-73.96737,0.0,77
71.0,1.0,-73.98574,1.0,349
267.0,7.0,-73.98847,1.0,190
307.0,2.0,-73.92874,0.0,72
234.0,1.0,-73.94992,1.0,200
0.0,1.0,-73.95187,1.0,150
365.0,2.0,-73.95308,0.0,95
140.0,1.0,-74.15478,1.0,80
309.0,1.0,-73.9526,1.0,110
227.0,1.0,-73.94661,1.0,110
117.0,1.0,-73.98226,1.0,150
14.0,1.0,-73.96417,1.0,250
66.0,1.0,-73.98428,0.0,100
0.0,1.0,-74.00833,1.0,500
0.0,2.0,-73.95341,1.0,125
217.0,1.0,-73.98926,0.0,69
26.0,3.0,-73.76637,0.0,83
350.0,232.0,-74.00835,1.0,232
0.0,1.0,-74.00032,1.0,245
13.0,2.0,-73.95768,0.0,55
22.0,1.0,-73.98538,1.0,180
355.0,2.0,-73.9538,1.0,200
220.0,1.0,-73.9838,1.0,550
28.0,2.0,-73.92769,0.0,69
0.0,1.0,-73.93544,0.0,40
0.0,1.0,-73.91675,0.0,60
262.0,1.0,-73.97733,1.0,185
358.0,1.0,-73.99097,1.0,150
89.0,5.0,-73.87131,0.0,35
258.0,7.0,-73.98235,0.0,49
31.0,4.0,-73.9952,0.0,99
35.0,1.0,-73.99187,1.0,130
115.0,1.0,-73.93929,0.0,60
13.0,1.0,-73.93949,0.0,60
0.0,1.0,-73.97825,0.0,75
359.0,1.0,-73.98175,1.0,100
13.0,1.0,-73.98207,0.0,100
158.0,1.0,-73.87736,0.0,35
0.0,1.0,-73.97345,0.0,50
0.0,1.0,-73.96654,0.0,70
56.0,1.0,-73.86959,2.0,110
0.0,1.0,-73.97748,1.0,80
279.0,1.0,-73.99771,1.0,90
0.0,1.0,-73.99034,1.0,200
30.0,5.0,-73.90895,0.0,55
363.0,1.0,-73.77308,0.0,125
0.0,1.0,-74.00027,1.0,175
80.0,2.0,-73.95077,0.0,65
16.0,1.0,-73.99751,1.0,209
0.0,2.0,-73.94609,0.0,100
365.0,1.0,-73.92609,0.0,50
0.0,4.0,-73.9524,1.0,325
0.0,1.0,-73.94528,0.0,59
209.0,29.0,-73.9563,1.0,103
0.0,1.0,-73.9544,1.0,107
0.0,1.0,-73.9967,1.0,65
3.0,1.0,-73.96682,1.0,100
217.0,3.0,-73.98845,1.0,2200
0.0,1.0,-73.95725,0.0,60
132.0,1.0,-73.82544,0.0,55
0.0,1.0,-73.97715,1.0,189
365.0,1.0,-73.94805,0.0,70
0.0,1.0,-73.96289,1.0,200
0.0,1.0,-73.93406,1.0,84
0.0,1.0,-73.96255,1.0,84
67.0,1.0,-73.95166,1.0,125
0.0,1.0,-73.98136,0.0,80
0.0,1.0,-73.94112,1.0,110
0.0,1.0,-73.96545,0.0,79
267.0,96.0,-74.00445,1.0,227
0.0,1.0,-73.96615,1.0,80
0.0,1.0,-73.95354,1.0,95
0.0,1.0,-73.99591,0.0,325
0.0,1.0,-73.95336,1.0,140
193.0,1.0,-73.92006,0.0,75
303.0,2.0,-73.95266,1.0,160
0.0,1.0,-73.97449,1.0,118
226.0,10.0,-74.00032,0.0,99
204.0,1.0,-73.97997,1.0,125
0.0,4.0,-73.85138,0.0,59
175.0,2.0,-73.93568,0.0,90
323.0,15.0,-73.82389,1.0,140
0.0,1.0,-73.93983,0.0,45
341.0,327.0,-73.97162,1.0,162
302.0,2.0,-73.99431,0.0,75
231.0,1.0,-73.93649,1.0,120
0.0,1.0,-73.7397,1.0,450
336.0,96.0,-73.95305,1.0,260
0.0,1.0,-73.91398,0.0,42
206.0,1.0,-73.9393,1.0,150
0.0,1.0,-73.95097,1.0,125
36.0,1.0,-73.98652,1.0,170
362.0,1.0,-73.9486,0.0,180
0.0,1.0,-73.95282,0.0,69
333.0,327.0,-74.00616,1.0,100
4.0,1.0,-73.94554,1.0,75
137.0,1.0,-73.95823,1.0,120
198.0,6.0,-73.94516,0.0,53
279.0,1.0,-73.95479,1.0,115
297.0,3.0,-73.97758,2.0,53
97.0,1.0,-73.99727,1.0,300
341.0,4.0,-73.89052,0.0,35
0.0,1.0,-73.97707,1.0,110
364.0,1.0,-73.92922,0.0,80
134.0,1.0,-74.00548,1.0,600
185.0,6.0,-73.966,0.0,98
0.0,1.0,-73.94821,1.0,150
275.0,2.0,-73.92248,1.0,148
0.0,1.0,-74.00834,0.0,500
320.0,4.0,-73.92534,0.0,60
20.0,1.0,-73.98351,1.0,250
357.0,1.0,-73.85997,1.0,139
80.0,1.0,-73.90008,0.0,56
26.0,2.0,-73.97907,2.0,49
0.0,2.0,-73.95292,2.0,65
8.0,1.0,-74.00678,0.0,105
2.0,1.0,-74.0164,1.0,134
0.0,1.0,-73.98726,0.0,75
355.0,2.0,-73.99999,0.0,100
0.0,1.0,-73.95935,0.0,49
0.0,1.0,-74.00279,1.0,190
0.0,1.0,-73.99767,0.0,175
12.0,1.0,-73.95353,0.0,105
261.0,1.0,-73.97934,1.0,295
0.0,2.0,-73.92903,1.0,130
129.0,5.0,-73.93995,0.0,77
288.0,4.0,-73.96218,0.0,85
173.0,1.0,-73.95684,1.0,90
0.0,2.0,-73.9261,0.0,42
0.0,1.0,-73.9955,1.0,140
0.0,1.0,-73.95541,1.0,120
32.0,1.0,-73.86893,1.0,260
0.0,1.0,-73.94646,1.0,50
50.0,1.0,-73.90695,1.0,150
0.0,1.0,-73.9579,0.0,45
0.0,1.0,-73.99823,1.0,145
89.0,1.0,-73.9217,0.0,100
0.0,1.0,-73.92491,0.0,88
7.0,1.0,-73.94453,1.0,150
179.0,1.0,-73.96336,0.0,39
234.0,1.0,-73.95392,1.0,144
65.0,1.0,-73.92579,0.0,70
338.0,33.0,-73.95043,1.0,135
364.0,1.0,-73.98149,1.0,233
249.0,1.0,-73.98897,0.0,128
292.0,5.0,-73.99563,0.0,159
0.0,1.0,-73.96384,1.0,225
201.0,2.0,-73.93072,0.0,45
305.0,1.0,-73.95899,0.0,89
365.0,10.0,-74.00563,0.0,50
