availability_365,calculated_host_listings_count,longitude,room_type,Price
0.0,1.0,-73.93764,0.0,45
288.0,1.0,-73.88284,1.0,144
272.0,20.0,-73.99364,1.0,130
0.0,1.0,-73.95762,1.0,89
0.0,1.0,-73.95236,1.0,125
75.0,3.0,-73.93761,2.0,40
155.0,2.0,-73.92695,1.0,120
52.0,1.0,-74.00333,0.0,160
88.0,1.0,-73.91689,0.0,85
0.0,1.0,-73.98699,1.0,85
0.0,1.0,-73.9421,0.0,80
48.0,1.0,-73.91445,0.0,65
135.0,1.0,-73.9784,1.0,220
347.0,4.0,-73.91488,0.0,75
0.0,2.0,-73.95256,0.0,65
0.0,1.0,-73.99497,1.0,350
146.0,18.0,-73.99823,1.0,499
0.0,1.0,-73.95296,1.0,142
0.0,1.0,-73.9575,1.0,116
19.0,2.0,-73.85799,0.0,60
0.0,2.0,-73.95819,0.0,85
0.0,1.0,-73.97252,1.0,150
0.0,1.0,-73.96687,0.0,69
0.0,1.0,-73.92266,1.0,70
0.0,1.0,-73.94353,0.0,100
299.0,33.0,-73.95193,1.0,190
0.0,1.0,-73.95796,1.0,99
272.0,1.0,-73.90374,0.0,50
0.0,1.0,-73.97767,0.0,100
356.0,3.0,-73.73283,0.0,84
0.0,1.0,-73.94247,0.0,85
0.0,1.0,-73.96348,1.0,100
160.0,1.0,-73.95572,1.0,150
0.0,1.0,-73.95018,1.0,80
363.0,9.0,-73.92332,0.0,50
4.0,3.0,-73.93258,0.0,65
0.0,1.0,-73.9498,1.0,160
0.0,1.0,-73.99311,1.0,149
341.0,1.0,-73.98982,0.0,125
301.0,1.0,-73.98497,1.0,890
254.0,1.0,-73.91696,1.0,69
258.0,2.0,-73.95403,0.0,79
3.0,1.0,-73.93875,1.0,115
5.0,1.0,-73.99247,1.0,180
0.0,1.0,-73.95859,0.0,70
125.0,5.0,-73.90037,0.0,57
93.0,1.0,-73.96031,1.0,199
0.0,1.0,-73.96598,0.0,75
0.0,1.0,-73.94242,0.0,65
0.0,1.0,-73.98336,1.0,250
0.0,1.0,-73.97316,0.0,102
332.0,1.0,-73.89632,0.0,75
320.0,1.0,-73.96106,1.0,550
363.0,1.0,-74.01054,1.0,500
187.0,1.0,-74.0021,1.0,190
301.0,4.0,-73.94768,1.0,110
339.0,7.0,-74.01775,0.0,100
3.0,1.0,-74.00991,0.0,52
223.0,1.0,-73.94584,1.0,250
242.0,1.0,-73.98275,0.0,175
365.0,5.0,-73.99531,1.0,150
0.0,1.0,-73.94582,0.0,99
0.0,2.0,-73.95875,1.0,125
0.0,1.0,-73.96303,0.0,70
0.0,1.0,-73.95835,0.0,49
0.0,1.0,-73.9541,1.0,200
0.0,1.0,-73.93905,0.0,49
365.0,2.0,-73.96128,0.0,75
351.0,121.0,-73.98156,1.0,239
35.0,1.0,-73.90799,0.0,55
0.0,2.0,-73.91693,0.0,55
66.0,1.0,-73.94351,0.0,55
0.0,1.0,-74.00265,1.0,110
177.0,4.0,-73.9616,1.0,2000
15.0,1.0,-73.95341,0.0,59
169.0,1.0,-73.92153,1.0,115
0.0,1.0,-73.95922,1.0,160
0.0,1.0,-73.94476,0.0,37
0.0,1.0,-73.99181,1.0,145
0.0,3.0,-73.96156,0.0,80
0.0,1.0,-73.9194,1.0,82
0.0,1.0,-73.87359,0.0,50
0.0,1.0,-73.95073,1.0,200
0.0,1.0,-73.98757,1.0,160
64.0,1.0,-73.9365,1.0,169
0.0,1.0,-73.96526,1.0,210
158.0,1.0,-74.00721,1.0,525
6.0,1.0,-73.96161,0.0,50
0.0,1.0,-73.95969,1.0,120
0.0,8.0,-73.99333,0.0,84
1.0,1.0,-73.95249,1.0,113
0.0,1.0,-73.95615,1.0,200
0.0,1.0,-73.98929,1.0,150
7.0,1.0,-74.00128,1.0,350
2.0,1.0,-73.9998,1.0,800
179.0,2.0,-73.76711,0.0,159
0.0,1.0,-73.962,1.0,75
5.0,1.0,-73.9689,1.0,140
0.0,1.0,-73.9487,0.0,55
173.0,1.0,-73.98784,0.0,80
0.0,1.0,-73.95684,0.0,54
0.0,1.0,-73.94781,1.0,350
31.0,2.0,-73.91065,0.0,70
313.0,6.0,-73.97275,2.0,25
314.0,1.0,-73.96239,1.0,155
37.0,3.0,-73.98168,0.0,115
0.0,1.0,-73.96379,0.0,90
365.0,2.0,-73.87785,0.0,50
0.0,1.0,-73.99716,1.0,220
29.0,1.0,-73.98928,1.0,190
288.0,3.0,-73.92318,0.0,49
0.0,1.0,-73.95646,0.0,57
0.0,2.0,-73.98237,0.0,49
0.0,1.0,-73.99815,1.0,900
362.0,1.0,-73.99277,1.0,1500
72.0,1.0,-74.0051,1.0,150
29.0,4.0,-73.99036,0.0,69
0.0,1.0,-73.9558,1.0,110
47.0,1.0,-73.96602,1.0,115
0.0,2.0,-73.78207,0.0,750
3.0,4.0,-73.95173,0.0,95
35.0,2.0,-73.94738,0.0,80
4.0,1.0,-73.99008,1.0,198
359.0,1.0,-73.9782,0.0,95
0.0,1.0,-73.92673,1.0,136
0.0,1.0,-73.98764,0.0,180
352.0,2.0,-73.91449,1.0,130
2.0,1.0,-74.00084,1.0,195
0.0,1.0,-73.95655,0.0,60
338.0,1.0,-73.94163,1.0,185
0.0,1.0,-73.91415,1.0,80
0.0,1.0,-73.95223,0.0,80
0.0,1.0,-73.98403,1.0,175
337.0,47.0,-73.99709,0.0,62
47.0,1.0,-73.73837,1.0,250
0.0,8.0,-73.98191,1.0,275
0.0,1.0,-73.94539,1.0,94
39.0,1.0,-73.9813,1.0,136
0.0,2.0,-73.98325,0.0,95
42.0,3.0,-73.94158,0.0,69
0.0,1.0,-73.95422,0.0,42
0.0,1.0,-73.97903,1.0,320
0.0,1.0,-73.9193,0.0,62
0.0,1.0,-73.93508,1.0,90
0.0,1.0,-73.9892,1.0,190
0.0,2.0,-73.98847,0.0,155
8.0,1.0,-74.01774,0.0,49
0.0,1.0,-73.94446,0.0,60
0.0,1.0,-73.95825,0.0,60
0.0,2.0,-73.94138,1.0,120
314.0,1.0,-73.98662,1.0,139
65.0,1.0,-73.98546,1.0,350
157.0,1.0,-73.97595,1.0,290
0.0,1.0,-73.99794,0.0,45
339.0,31.0,-73.99435,1.0,125
0.0,1.0,-73.97111,1.0,80
4.0,1.0,-73.94894,1.0,149
84.0,3.0,-73.94881,2.0,37
268.0,1.0,-73.95793,1.0,149
6.0,1.0,-73.98118,0.0,112
0.0,1.0,-73.97691,1.0,175
281.0,10.0,-73.95951,2.0,40
1.0,1.0,-73.98492,1.0,221
359.0,1.0,-73.94146,1.0,300
90.0,2.0,-73.77464,0.0,75
0.0,1.0,-74.00721,1.0,195
6.0,1.0,-73.92135,1.0,120
0.0,1.0,-73.98235,1.0,260
0.0,1.0,-73.98508,0.0,150
326.0,33.0,-73.95015,1.0,287
78.0,3.0,-73.94191,1.0,172
0.0,2.0,-73.93206,0.0,47
0.0,1.0,-73.96623,0.0,89
43.0,1.0,-73.96234,1.0,160
305.0,25.0,-73.97523,0.0,48
364.0,1.0,-73.94243,0.0,205
0.0,1.0,-73.98998,1.0,300
0.0,1.0,-73.96757,1.0,115
365.0,1.0,-74.00213,1.0,700
0.0,1.0,-73.96084,1.0,130
131.0,1.0,-73.95687,0.0,42
276.0,3.0,-74.00429,0.0,80
0.0,1.0,-73.95142,1.0,78
111.0,2.0,-73.9288,1.0,100
0.0,1.0,-73.94528,0.0,120
5.0,2.0,-73.92918,0.0,55
229.0,1.0,-73.95345,1.0,225
43.0,1.0,-73.93426,0.0,100
218.0,232.0,-73.97402,1.0,244
129.0,3.0,-73.97896,0.0,75
282.0,1.0,-73.85522,1.0,99
59.0,1.0,-73.89114,0.0,70
259.0,1.0,-74.00137,1.0,200
99.0,1.0,-73.98515,1.0,150
24.0,4.0,-73.98805,0.0,89
363.0,1.0,-73.95652,1.0,225
0.0,2.0,-73.99202,0.0,120
3.0,1.0,-73.9314,1.0,150
0.0,2.0,-73.9429,1.0,105
0.0,1.0,-73.98937,1.0,250
323.0,1.0,-73.99445,1.0,275
0.0,1.0,-73.85145,0.0,100
0.0,1.0,-73.99455,0.0,100
228.0,1.0,-73.99361,1.0,200
0.0,1.0,-73.94478,1.0,160
3.0,1.0,-73.92578,0.0,90
305.0,5.0,-73.98299,1.0,120
157.0,2.0,-73.89687,1.0,200
119.0,1.0,-73.93925,0.0,45
270.0,1.0,-73.99454,0.0,999
280.0,3.0,-73.92528,0.0,125
0.0,1.0,-73.94104,0.0,60
20.0,1.0,-73.94732,1.0,120
66.0,1.0,-73.95133,0.0,41
364.0,49.0,-73.98823,1.0,285
365.0,7.0,-73.79554,2.0,30
0.0,1.0,-73.98431,1.0,125
128.0,1.0,-73.97407,0.0,70
294.0,3.0,-73.97862,1.0,300
67.0,3.0,-73.89201,0.0,85
11.0,1.0,-74.0026,1.0,349
364.0,3.0,-73.84278,0.0,125
310.0,1.0,-74.00837,1.0,300
216.0,1.0,-73.99438,0.0,99
9.0,1.0,-73.99087,1.0,250
348.0,47.0,-73.99511,0.0,75
213.0,1.0,-73.91428,1.0,100
73.0,1.0,-74.07789,1.0,75
0.0,1.0,-73.92739,1.0,95
104.0,1.0,-73.90303,0.0,65
281.0,3.0,-73.95238,0.0,110
0.0,1.0,-73.98454,1.0,158
326.0,1.0,-74.09591,1.0,99
299.0,1.0,-73.91783,1.0,110
356.0,6.0,-73.94073,0.0,120
364.0,3.0,-73.83333,0.0,150
0.0,1.0,-73.98399,1.0,175
0.0,2.0,-73.97691,0.0,65
357.0,2.0,-73.92274,0.0,100
12.0,1.0,-73.99357,1.0,198
325.0,4.0,-73.92292,0.0,59
0.0,1.0,-73.96411,0.0,90
287.0,5.0,-73.98715,0.0,100
1.0,1.0,-73.97948,1.0,100
65.0,1.0,-73.9469,0.0,50
47.0,1.0,-73.8518,0.0,48
0.0,1.0,-73.93174,0.0,60
360.0,20.0,-73.99513,0.0,159
365.0,2.0,-73.9243,1.0,155
333.0,1.0,-73.96113,0.0,85
0.0,1.0,-73.9783,1.0,75
0.0,1.0,-73.95302,0.0,78
0.0,1.0,-73.95557,1.0,225
2.0,1.0,-73.99525,1.0,180
0.0,1.0,-73.94211,0.0,50
156.0,232.0,-73.98244,1.0,481
202.0,1.0,-73.9583,0.0,70
90.0,1.0,-73.9634,1.0,180
35.0,1.0,-73.96174,0.0,65
176.0,2.0,-73.98945,0.0,99
0.0,1.0,-73.94709,0.0,75
1.0,1.0,-73.98553,1.0,260
13.0,1.0,-73.96188,1.0,114
94.0,1.0,-73.86082,1.0,60
0.0,1.0,-73.84946,1.0,100
337.0,2.0,-73.86316,0.0,36
0.0,1.0,-73.97053,1.0,230
0.0,1.0,-73.98871,1.0,250
0.0,1.0,-73.99066,1.0,175
342.0,3.0,-73.94657,0.0,59
299.0,9.0,-73.98767,0.0,100
0.0,2.0,-73.95011,0.0,39
0.0,2.0,-73.94094,0.0,55
317.0,15.0,-73.97299,1.0,136
282.0,8.0,-73.92728,0.0,90
19.0,1.0,-73.9482,1.0,200
0.0,1.0,-73.99551,1.0,140
45.0,1.0,-74.00641,0.0,125
52.0,2.0,-73.94444,0.0,50
200.0,9.0,-73.99183,1.0,170
234.0,17.0,-73.98689,1.0,153
68.0,1.0,-73.99575,1.0,135
125.0,1.0,-73.87688,1.0,86
0.0,1.0,-73.94084,0.0,95
250.0,1.0,-73.90994,0.0,40
65.0,1.0,-73.98605,1.0,325
94.0,4.0,-73.98327,0.0,68
14.0,1.0,-73.99918,1.0,150
299.0,1.0,-73.78902,0.0,90
5.0,1.0,-73.94438,0.0,90
0.0,1.0,-73.9853,1.0,239
365.0,3.0,-73.94698,0.0,100
0.0,1.0,-73.93774,1.0,75
67.0,1.0,-73.98803,0.0,115
145.0,3.0,-73.9196,2.0,30
89.0,2.0,-73.96044,0.0,69
144.0,1.0,-73.97591,0.0,65
342.0,327.0,-74.00682,1.0,165
9.0,1.0,-73.9634,1.0,107
0.0,1.0,-73.94756,1.0,150
348.0,49.0,-73.98422,1.0,225
133.0,5.0,-73.99511,1.0,172
317.0,1.0,-73.98669,1.0,199
0.0,2.0,-73.99935,1.0,154
356.0,1.0,-73.92504,0.0,375
0.0,1.0,-73.98304,1.0,117
0.0,1.0,-73.84542,1.0,123
0.0,1.0,-73.99586,0.0,50
6.0,1.0,-73.96404,1.0,285
0.0,1.0,-74.00906,0.0,100
167.0,3.0,-73.93669,2.0,25
6.0,1.0,-73.98917,1.0,299
61.0,3.0,-73.94559,0.0,175
139.0,3.0,-73.79162,0.0,33
23.0,1.0,-74.20295,1.0,1250
212.0,2.0,-73.89573,1.0,47
0.0,1.0,-73.95353,1.0,100
0.0,1.0,-73.94491,0.0,39
6.0,1.0,-74.01342,0.0,43
0.0,1.0,-73.99859,1.0,275
0.0,1.0,-73.99438,1.0,300
0.0,1.0,-73.98884,1.0,150
16.0,1.0,-73.95608,1.0,88
313.0,1.0,-73.91687,1.0,75
74.0,1.0,-74.01717,0.0,44
364.0,1.0,-73.91058,0.0,125
342.0,3.0,-73.88219,0.0,70
0.0,1.0,-73.92007,0.0,34
308.0,4.0,-73.94949,1.0,80
0.0,1.0,-73.94833,1.0,57
133.0,1.0,-73.99976,1.0,305
0.0,1.0,-73.97393,1.0,150
0.0,1.0,-73.99503,1.0,200
140.0,3.0,-73.99099,1.0,299
0.0,1.0,-73.98252,0.0,65
0.0,1.0,-73.99198,1.0,200
0.0,1.0,-73.81005,0.0,75
0.0,2.0,-73.92313,0.0,50
67.0,5.0,-73.95304,0.0,40
317.0,4.0,-73.83307,0.0,73
16.0,1.0,-74.01097,1.0,200
365.0,1.0,-73.77761,0.0,48
346.0,33.0,-73.95852,1.0,225
13.0,1.0,-73.96134,0.0,80
0.0,2.0,-73.93432,0.0,60
351.0,2.0,-73.95289,1.0,121
111.0,1.0,-73.99978,0.0,135
21.0,1.0,-73.92369,1.0,73
0.0,1.0,-73.97238,0.0,70
264.0,1.0,-73.92297,1.0,49
0.0,2.0,-73.9589,0.0,60
0.0,2.0,-73.9851,1.0,245
283.0,1.0,-74.00762,1.0,375
357.0,3.0,-73.94965,0.0,38
362.0,1.0,-73.99754,1.0,229
257.0,49.0,-73.96644,1.0,714
0.0,1.0,-73.91106,0.0,75
343.0,1.0,-73.95914,1.0,165
109.0,7.0,-73.933,0.0,100
266.0,9.0,-73.97246,1.0,150
88.0,1.0,-74.08645,0.0,60
133.0,4.0,-73.90889,2.0,28
0.0,2.0,-73.93159,0.0,55
246.0,3.0,-73.94994,1.0,129
179.0,2.0,-73.90812,0.0,35
0.0,1.0,-73.92332,0.0,50
365.0,1.0,-73.96456,1.0,350
258.0,1.0,-73.91209,1.0,150
290.0,2.0,-73.9527,1.0,219
0.0,1.0,-73.95026,0.0,67
161.0,1.0,-73.95176,1.0,130
316.0,2.0,-73.99128,0.0,150
0.0,1.0,-73.92966,0.0,200
19.0,3.0,-73.95816,1.0,80
305.0,2.0,-73.97538,0.0,130
63.0,4.0,-73.90012,0.0,79
0.0,1.0,-73.97834,1.0,160
0.0,1.0,-73.948,0.0,75
189.0,1.0,-73.95272,0.0,78
0.0,1.0,-73.94237,1.0,125
161.0,1.0,-73.94928,1.0,290
0.0,1.0,-73.97951,1.0,120
336.0,96.0,-74.00682,1.0,160
0.0,1.0,-73.98756,0.0,82
51.0,1.0,-73.83447,0.0,60
0.0,1.0,-73.99957,1.0,250
86.0,1.0,-73.9965,1.0,325
27.0,2.0,-73.89396,0.0,32
0.0,2.0,-73.99828,0.0,210
286.0,7.0,-74.08709,0.0,40
0.0,1.0,-73.94316,1.0,200
178.0,1.0,-73.95191,1.0,139
188.0,1.0,-73.95552,1.0,229
269.0,1.0,-73.98773,0.0,89
0.0,1.0,-73.92131,0.0,60
78.0,4.0,-73.95522,1.0,170
0.0,1.0,-73.95525,0.0,41
0.0,1.0,-73.93828,1.0,95
0.0,1.0,-73.99475,0.0,50
17.0,1.0,-73.9581,1.0,160
325.0,327.0,-74.01097,1.0,196
348.0,4.0,-73.94683,0.0,70
117.0,2.0,-73.89344,1.0,60
66.0,1.0,-73.88952,0.0,50
0.0,1.0,-73.98414,1.0,83
361.0,34.0,-73.95518,2.0,36
342.0,52.0,-73.99215,1.0,115
0.0,2.0,-73.98025,1.0,120
1.0,5.0,-73.87285,0.0,40
12.0,1.0,-73.96542,0.0,68
22.0,5.0,-73.93572,0.0,80
0.0,3.0,-73.94973,1.0,150
0.0,1.0,-74.00709,1.0,180
38.0,3.0,-73.96069,0.0,67
163.0,2.0,-73.95553,0.0,100
43.0,3.0,-73.95016,0.0,69
365.0,5.0,-73.99332,0.0,65
27.0,1.0,-73.92576,0.0,30
125.0,3.0,-73.97657,1.0,125
46.0,1.0,-73.92867,1.0,200
188.0,1.0,-73.98154,1.0,180
21.0,1.0,-73.92768,1.0,67
348.0,3.0,-73.749,1.0,250
188.0,1.0,-73.93739,2.0,50
363.0,1.0,-73.95741,1.0,275
310.0,87.0,-73.98724,1.0,225
137.0,1.0,-73.99923,0.0,90
313.0,1.0,-73.95149,1.0,496
344.0,8.0,-73.90248,0.0,65
0.0,1.0,-73.98409,1.0,194
290.0,4.0,-74.03188,0.0,65
0.0,1.0,-73.96141,0.0,80
119.0,3.0,-73.83094,1.0,65
0.0,2.0,-74.00317,0.0,77
9.0,1.0,-73.95194,1.0,100
64.0,1.0,-73.98436,1.0,120
39.0,1.0,-73.98141,1.0,150
198.0,1.0,-73.96177,1.0,140
362.0,1.0,-73.84922,1.0,85
222.0,1.0,-73.87877,0.0,120
8.0,2.0,-73.99071,0.0,49
0.0,1.0,-73.9975,1.0,175
220.0,2.0,-73.90583,0.0,80
0.0,4.0,-73.982,1.0,165
290.0,13.0,-73.97126,0.0,85
339.0,3.0,-73.95488,1.0,85
18.0,1.0,-73.95427,0.0,56
8.0,1.0,-73.94644,1.0,140
19.0,2.0,-73.98655,1.0,130
32.0,2.0,-73.98684,0.0,130
0.0,1.0,-74.00153,0.0,115
365.0,2.0,-73.97957,1.0,400
81.0,1.0,-73.95607,1.0,171
36.0,1.0,-73.96665,1.0,150
263.0,1.0,-73.90005,0.0,53
0.0,1.0,-73.95654,0.0,79
0.0,1.0,-73.95262,1.0,112
341.0,1.0,-73.95425,1.0,300
0.0,4.0,-73.94526,0.0,65
0.0,1.0,-73.97717,1.0,199
365.0,2.0,-73.9625,1.0,200
0.0,1.0,-73.95036,0.0,30
274.0,2.0,-73.94703,1.0,200
0.0,1.0,-74.01067,1.0,127
236.0,3.0,-73.91906,0.0,42
0.0,1.0,-73.93295,0.0,60
55.0,1.0,-73.9753,1.0,103
310.0,5.0,-73.91481,0.0,37
0.0,1.0,-73.98376,0.0,150
333.0,1.0,-73.96124,0.0,27
338.0,1.0,-73.98303,1.0,300
0.0,1.0,-74.1366,1.0,55
165.0,6.0,-73.99403,0.0,110
0.0,1.0,-73.93433,1.0,110
0.0,1.0,-73.99874,0.0,99
0.0,1.0,-73.91871,1.0,60
75.0,6.0,-73.87675,0.0,40
0.0,5.0,-73.9143,1.0,150
15.0,2.0,-73.99986,0.0,115
299.0,2.0,-73.94202,0.0,99
298.0,327.0,-74.01111,1.0,188
365.0,52.0,-73.93986,1.0,129
365.0,1.0,-74.00441,2.0,337
0.0,1.0,-73.9482,0.0,73
364.0,3.0,-73.99392,0.0,95
90.0,2.0,-73.93825,0.0,43
14.0,1.0,-73.94749,1.0,130
0.0,1.0,-73.99405,0.0,80
